flipped,year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket
False,2016,CALIFORNIA,CA,6,93,71,US HOUSE,33,gen,,False,TED LIEU,DEMOCRAT,False,TOTAL,219397,330219,False,20201202,False
False,2016,CALIFORNIA,CA,6,93,71,US HOUSE,34,gen,,False,XAVIER BECERRA,DEMOCRAT,False,TOTAL,122842,159156,False,20201202,False
False,2016,CALIFORNIA,CA,6,93,71,US HOUSE,35,gen,,False,NORMA J. TORRES,DEMOCRAT,False,TOTAL,124044,171353,False,20201202,False
False,2016,CALIFORNIA,CA,6,93,71,US HOUSE,36,gen,,False,RAUL RUIZ,DEMOCRAT,False,TOTAL,144348,232617,False,20201202,False
False,2016,CALIFORNIA,CA,6,93,71,US HOUSE,37,gen,,False,KAREN BASS,DEMOCRAT,False,TOTAL,192490,237272,False,20201202,False
False,2016,CALIFORNIA,CA,6,93,71,US HOUSE,38,gen,,False,LINDA T. S_NCHEZ,DEMOCRAT,False,TOTAL,163590,232114,False,20201202,False
False,2016,CALIFORNIA,CA,6,93,71,US HOUSE,39,gen,,False,EDWARD R. ROYCE,REPUBLICAN,False,TOTAL,150777,263456,False,20201202,False
False,2016,CALIFORNIA,CA,6,93,71,US HOUSE,40,gen,,False,LUCILLE ROYBAL-ALLARD,DEMOCRAT,False,TOTAL,106554,149297,False,20201202,False
False,2016,CALIFORNIA,CA,6,93,71,US HOUSE,41,gen,,False,MARK TAKANO,DEMOCRAT,False,TOTAL,128164,197323,False,20201202,False
False,2016,CALIFORNIA,CA,6,93,71,US HOUSE,42,gen,,False,KEN CALVERT,REPUBLICAN,False,TOTAL,149547,254236,False,20201202,False
False,2016,CALIFORNIA,CA,6,93,71,US HOUSE,43,gen,,False,MAXINE WATERS,DEMOCRAT,False,TOTAL,167017,219516,False,20201202,False
False,2016,CALIFORNIA,CA,6,93,71,US HOUSE,44,gen,,False,NANETTE DIAZ BARRAG�___�__�N,DEMOCRAT,False,TOTAL,93124,178413,False,20201202,False
False,2016,CALIFORNIA,CA,6,93,71,US HOUSE,45,gen,,False,MIMI WALTERS,REPUBLICAN,False,TOTAL,182618,311849,False,20201202,False
False,2016,CALIFORNIA,CA,6,93,71,US HOUSE,46,gen,,False,LOU CORREA,DEMOCRAT,False,TOTAL,115248,164593,False,20201202,False
False,2016,CALIFORNIA,CA,6,93,71,US HOUSE,47,gen,,False,ALAN S. LOWENTHAL,DEMOCRAT,False,TOTAL,154759,242868,False,20201202,False
False,2016,CALIFORNIA,CA,6,93,71,US HOUSE,48,gen,,False,DANA ROHRABACHER,REPUBLICAN,False,TOTAL,178701,306416,False,20201202,False
False,2016,CALIFORNIA,CA,6,93,71,US HOUSE,49,gen,,False,DARRELL E. ISSA,REPUBLICAN,False,TOTAL,155888,310155,False,20201202,False
False,2016,CALIFORNIA,CA,6,93,71,US HOUSE,50,gen,,False,DUNCAN HUNTER,REPUBLICAN,False,TOTAL,179937,283583,False,20201202,False
False,2016,CALIFORNIA,CA,6,93,71,US HOUSE,51,gen,,False,JUAN VARGAS,DEMOCRAT,False,TOTAL,145162,199524,False,20201202,False
False,2016,CALIFORNIA,CA,6,93,71,US HOUSE,52,gen,,False,SCOTT H. PETERS,DEMOCRAT,False,TOTAL,181253,320656,False,20201202,False
False,2016,CALIFORNIA,CA,6,93,71,US HOUSE,53,gen,,False,SUSAN A. DAVIS,DEMOCRAT,False,TOTAL,198988,296956,False,20201202,False
False,2016,COLORADO,CO,8,84,62,US HOUSE,1,gen,,False,DIANA DEGETTE,DEMOCRAT,False,TOTAL,257254,379036,False,20201202,False
False,2016,COLORADO,CO,8,84,62,US HOUSE,2,gen,,False,JARED POLIS,DEMOCRAT,False,TOTAL,260175,457312,False,20201202,False
False,2016,COLORADO,CO,8,84,62,US HOUSE,3,gen,,False,SCOTT R. TIPTON,REPUBLICAN,False,TOTAL,204220,374037,False,20201202,False
False,2016,COLORADO,CO,8,84,62,US HOUSE,4,gen,,False,KEN BUCK,REPUBLICAN,False,TOTAL,248230,390633,False,20201202,False
False,2016,COLORADO,CO,8,84,62,US HOUSE,5,gen,,False,DOUG LAMBORN,REPUBLICAN,False,TOTAL,225445,361993,False,20201202,False
False,2016,COLORADO,CO,8,84,62,US HOUSE,6,gen,,False,MIKE COFFMAN,REPUBLICAN,False,TOTAL,191626,376417,False,20201202,False
False,2016,COLORADO,CO,8,84,62,US HOUSE,7,gen,,False,ED PERLMUTTER,DEMOCRAT,False,TOTAL,199758,362010,False,20201202,False
False,2016,CONNECTICUT,CT,9,16,1,US HOUSE,2,gen,,False,JOE COURTNEY,DEMOCRAT,False,TOTAL,186210,330257,False,20201202,True
False,2016,CONNECTICUT,CT,9,16,1,US HOUSE,3,gen,,False,ROSA L. DELAURO,DEMOCRAT,False,TOTAL,192274,309379,False,20201202,True
False,2016,CONNECTICUT,CT,9,16,1,US HOUSE,4,gen,,False,JAMES A. HIMES,DEMOCRAT,False,TOTAL,187811,313540,False,20201202,False
False,2016,CONNECTICUT,CT,9,16,1,US HOUSE,5,gen,,False,ELIZABETH H. ETSY,DEMOCRAT,False,TOTAL,163499,309082,False,20201202,True
False,2016,DELAWARE,DE,10,51,11,US HOUSE,0,gen,,False,LISA BLUNT ROCHESTER,DEMOCRAT,False,TOTAL,233554,420617,False,20201202,False
False,2016,FLORIDA,FL,12,59,43,US HOUSE,1,gen,,False,MATT GAETZ,REPUBLICAN,False,TOTAL,255107,369186,False,20201202,False
True,2016,FLORIDA,FL,12,59,43,US HOUSE,2,gen,,False,NEAL DUNN,REPUBLICAN,False,TOTAL,231163,343362,False,20201202,False
False,2016,FLORIDA,FL,12,59,43,US HOUSE,3,gen,,False,TED S. YOHO,REPUBLICAN,False,TOTAL,193843,342700,False,20201202,False
False,2016,FLORIDA,FL,12,59,43,US HOUSE,4,gen,,False,JOHN RUTHERFORD,REPUBLICAN,False,TOTAL,287509,409662,False,20201202,False
False,2016,FLORIDA,FL,12,59,43,US HOUSE,5,gen,,False,AL LAWSON,DEMOCRAT,False,TOTAL,194549,302874,False,20201202,False
False,2016,FLORIDA,FL,12,59,43,US HOUSE,6,gen,,False,RON DESANTIS,REPUBLICAN,False,TOTAL,213519,364570,False,20201202,False
True,2016,FLORIDA,FL,12,59,43,US HOUSE,7,gen,,False,STEPHANIE MURPHY,DEMOCRAT,False,TOTAL,182039,353655,False,20201202,False
False,2016,FLORIDA,FL,12,59,43,US HOUSE,8,gen,,False,BILL POSEY,REPUBLICAN,False,TOTAL,246483,390561,False,20201202,False
False,2016,FLORIDA,FL,12,59,43,US HOUSE,9,gen,,False,DARREN SOTO,DEMOCRAT,False,TOTAL,195311,339761,False,20201202,False
True,2016,FLORIDA,FL,12,59,43,US HOUSE,10,gen,,False,VAL DEMINGS,DEMOCRAT,False,TOTAL,198491,305989,False,20201202,False
False,2016,FLORIDA,FL,12,59,43,US HOUSE,11,gen,,False,DANIEL WEBSTER,REPUBLICAN,False,TOTAL,258016,394719,False,20201202,False
False,2016,FLORIDA,FL,12,59,43,US HOUSE,12,gen,,False,GUS M. BILIRAKIS,REPUBLICAN,False,TOTAL,253559,369669,False,20201202,False
True,2016,FLORIDA,FL,12,59,43,US HOUSE,13,gen,,False,CHARLIE CRIST,DEMOCRAT,False,TOTAL,184693,355842,False,20201202,False
False,2016,FLORIDA,FL,12,59,43,US HOUSE,14,gen,,False,KATHY CASTOR,DEMOCRAT,False,TOTAL,195789,316877,False,20201202,False
False,2016,FLORIDA,FL,12,59,43,US HOUSE,15,gen,,False,DENNIS A. ROSS,REPUBLICAN,False,TOTAL,182999,318474,False,20201202,False
False,2016,FLORIDA,FL,12,59,43,US HOUSE,16,gen,,False,VERN BUCHANAN,REPUBLICAN,False,TOTAL,230654,385916,False,20201202,False
False,2016,FLORIDA,FL,12,59,43,US HOUSE,17,gen,,False,THOMAS J. ROONEY,REPUBLICAN,False,TOTAL,209348,338675,False,20201202,False
True,2016,FLORIDA,FL,12,59,43,US HOUSE,18,gen,,False,BRIAN MAST,REPUBLICAN,False,TOTAL,201488,375918,False,20201202,False
False,2016,FLORIDA,FL,12,59,43,US HOUSE,19,gen,,False,FRANCIS ROONEY,REPUBLICAN,False,TOTAL,239225,363166,False,20201202,False
False,2016,FLORIDA,FL,12,59,43,US HOUSE,20,gen,,False,ALCEE L. HASTINGS,DEMOCRAT,False,TOTAL,222914,277560,False,20201202,False
False,2016,FLORIDA,FL,12,59,43,US HOUSE,21,gen,,False,LOIS FRANKEL,DEMOCRAT,False,TOTAL,210606,335861,False,20201202,False
False,2016,FLORIDA,FL,12,59,43,US HOUSE,22,gen,,False,THEODORE E. DEUTCH,DEMOCRAT,False,TOTAL,199113,337850,False,20201202,False
False,2016,FLORIDA,FL,12,59,43,US HOUSE,23,gen,,False,DEBBIE WASSERMAN SCHULTZ,DEMOCRAT,False,TOTAL,183225,323120,False,20201202,False
False,2016,FLORIDA,FL,12,59,43,US HOUSE,24,gen,,False,FREDERICA S. WILSON,DEMOCRAT,False,TOTAL,0,0,False,20201202,False
False,2016,FLORIDA,FL,12,59,43,US HOUSE,25,gen,,False,MARIO DIAZ-BALART,REPUBLICAN,False,TOTAL,157921,253240,False,20201202,False
False,2016,FLORIDA,FL,12,59,43,US HOUSE,26,gen,,False,CARLOS CURBELO,REPUBLICAN,False,TOTAL,148547,280542,False,20201202,False
False,2016,FLORIDA,FL,12,59,43,US HOUSE,27,gen,,False,ILEANA ROS-LEHTINEN,REPUBLICAN,False,TOTAL,157917,287677,False,20201202,False
False,2016,GEORGIA,GA,13,58,44,US HOUSE,1,gen,,False,"EARL L. """"BUDDY"""" CARTER",REPUBLICAN,False,TOTAL,210243,211112,False,20201202,False
False,2016,GEORGIA,GA,13,58,44,US HOUSE,2,gen,,False,"SANFORD D. BISHOP, JR.",DEMOCRAT,False,TOTAL,148543,242599,False,20201202,False
False,2016,GEORGIA,GA,13,58,44,US HOUSE,3,gen,,False,DREW FERGUSON,REPUBLICAN,False,TOTAL,207218,303187,False,20201202,False
False,2016,GEORGIA,GA,13,58,44,US HOUSE,4,gen,,False,"HENRY C. """"HANK"""" JOHNSON, JR.",DEMOCRAT,False,TOTAL,220146,290739,False,20201202,False
False,2016,GEORGIA,GA,13,58,44,US HOUSE,5,gen,,False,JOHN LEWIS,DEMOCRAT,False,TOTAL,253781,300549,False,20201202,False
False,2016,GEORGIA,GA,13,58,44,US HOUSE,6,gen,,False,TOM PRICE,REPUBLICAN,False,TOTAL,201088,326005,False,20201202,False
False,2016,GEORGIA,GA,13,58,44,US HOUSE,7,gen,,False,ROB WOODALL,REPUBLICAN,False,TOTAL,174081,288301,False,20201202,False
False,2016,GEORGIA,GA,13,58,44,US HOUSE,8,gen,,False,AUSTIN SCOTT,REPUBLICAN,False,TOTAL,173983,257208,False,20201202,False
False,2016,GEORGIA,GA,13,58,44,US HOUSE,9,gen,,False,DOUG COLLINS,REPUBLICAN,False,TOTAL,256535,256535,False,20201202,False
False,2016,GEORGIA,GA,13,58,44,US HOUSE,10,gen,,False,JODY B. HICE,REPUBLICAN,False,TOTAL,243725,244821,False,20201202,False
False,2016,GEORGIA,GA,13,58,44,US HOUSE,11,gen,,False,BARRY LOUDERMILK,REPUBLICAN,False,TOTAL,217935,323318,False,20201202,False
False,2016,GEORGIA,GA,13,58,44,US HOUSE,12,gen,,False,RICK W. ALLEN,REPUBLICAN,False,TOTAL,159492,258912,False,20201202,False
False,2016,GEORGIA,GA,13,58,44,US HOUSE,13,gen,,False,DAVID SCOTT,DEMOCRAT,False,TOTAL,252833,252833,False,20201202,False
False,2016,GEORGIA,GA,13,58,44,US HOUSE,14,gen,,False,TOM GRAVES,REPUBLICAN,False,TOTAL,216743,216743,False,20201202,False
False,2016,HAWAII,HI,15,95,82,US HOUSE,1,gen,,False,COLLEEN WAKAKO HANABUSA,DEMOCRAT,False,TOTAL,145417,213531,False,20201202,False
False,2016,HAWAII,HI,15,95,82,US HOUSE,2,gen,,False,TULSI GABBARD,DEMOCRAT,False,TOTAL,170848,224133,False,20201202,False
False,2016,IDAHO,ID,16,82,63,US HOUSE,1,gen,,False,RA_L R. LABRADOR,REPUBLICAN,False,TOTAL,242252,355357,False,20201202,False
False,2016,IDAHO,ID,16,82,63,US HOUSE,2,gen,,False,MICHAEL K. SIMPSON,REPUBLICAN,False,TOTAL,205292,326237,False,20201202,False
False,2016,ILLINOIS,IL,17,33,21,US HOUSE,1,gen,,False,BOBBY L. RUSH,DEMOCRAT,False,TOTAL,234037,315862,False,20201202,False
False,2016,ILLINOIS,IL,17,33,21,US HOUSE,2,gen,,False,ROBIN L. KELLY,DEMOCRAT,False,TOTAL,235051,294522,False,20201202,False
False,2016,ILLINOIS,IL,17,33,21,US HOUSE,3,gen,,False,DANIEL LIPINSKI,DEMOCRAT,False,TOTAL,225320,225411,False,20201202,False
False,2016,ILLINOIS,IL,17,33,21,US HOUSE,4,gen,,False,LUIS V. GUTI_RREZ,DEMOCRAT,False,TOTAL,171297,171297,False,20201202,False
False,2016,ILLINOIS,IL,17,33,21,US HOUSE,5,gen,,False,MIKE QUIGLEY,DEMOCRAT,False,TOTAL,212842,313724,False,20201202,False
False,2016,ILLINOIS,IL,17,33,21,US HOUSE,6,gen,,False,PETER J. ROSKAM,REPUBLICAN,False,TOTAL,208555,352146,False,20201202,False
False,2016,ILLINOIS,IL,17,33,21,US HOUSE,7,gen,,False,DANNY K. DAVIS,DEMOCRAT,False,TOTAL,250584,297466,False,20201202,False
False,2016,ILLINOIS,IL,17,33,21,US HOUSE,8,gen,,False,RAJA KRISHNAMOORTHI,DEMOCRAT,False,TOTAL,144954,248571,False,20201202,False
False,2016,ILLINOIS,IL,17,33,21,US HOUSE,9,gen,,False,JANICE D. SCHAKOWSKY,DEMOCRAT,False,TOTAL,217306,326948,False,20201202,False
True,2016,ILLINOIS,IL,17,33,21,US HOUSE,10,gen,,False,BRAD SCHNEIDER,DEMOCRAT,False,TOTAL,150435,285996,False,20201202,False
False,2016,ILLINOIS,IL,17,33,21,US HOUSE,11,gen,,False,BILL FOSTER,DEMOCRAT,False,TOTAL,166578,275573,False,20201202,False
False,2016,ILLINOIS,IL,17,33,21,US HOUSE,12,gen,,False,MIKE BOST,REPUBLICAN,False,TOTAL,169976,313002,False,20201202,False
False,2016,ILLINOIS,IL,17,33,21,US HOUSE,13,gen,,False,RODNEY DAVIS,REPUBLICAN,False,TOTAL,187583,314394,False,20201202,False
False,2016,ILLINOIS,IL,17,33,21,US HOUSE,14,gen,,False,RANDY HULTGREN,REPUBLICAN,False,TOTAL,200508,338097,False,20201202,False
False,2016,ILLINOIS,IL,17,33,21,US HOUSE,15,gen,,False,JOHN SHIMKUS,REPUBLICAN,False,TOTAL,274554,274554,False,20201202,False
False,2016,ILLINOIS,IL,17,33,21,US HOUSE,16,gen,,False,ADAM KINZINGER,REPUBLICAN,False,TOTAL,259722,259853,False,20201202,False
False,2016,ILLINOIS,IL,17,33,21,US HOUSE,17,gen,,False,CHERI BUSTOS,DEMOCRAT,False,TOTAL,173125,287068,False,20201202,False
False,2016,ILLINOIS,IL,17,33,21,US HOUSE,18,gen,,False,DARIN LAHOOD,REPUBLICAN,False,TOTAL,250506,347283,False,20201202,False
False,2016,INDIANA,IN,18,32,22,US HOUSE,1,gen,,False,PETER J. VISCLOSKY,DEMOCRAT,False,TOTAL,207515,254583,False,20201202,False
False,2016,INDIANA,IN,18,32,22,US HOUSE,2,gen,,False,JACKIE WALORSKI,REPUBLICAN,False,TOTAL,164355,277357,False,20201202,False
False,2016,INDIANA,IN,18,32,22,US HOUSE,3,gen,,False,JIM BANKS,REPUBLICAN,False,TOTAL,201396,287247,False,20201202,False
False,2016,INDIANA,IN,18,32,22,US HOUSE,4,gen,,False,TODD ROKITA,REPUBLICAN,False,TOTAL,193412,299434,False,20201202,False
False,2016,INDIANA,IN,18,32,22,US HOUSE,5,gen,,False,SUSAN W. BROOKS,REPUBLICAN,False,TOTAL,221957,361135,False,20201202,False
False,2016,INDIANA,IN,18,32,22,US HOUSE,6,gen,,False,LUKE MESSER,REPUBLICAN,False,TOTAL,204920,296385,False,20201202,False
False,2016,INDIANA,IN,18,32,22,US HOUSE,7,gen,,False,ANDR_ CARSON,DEMOCRAT,False,TOTAL,158739,264670,False,20201202,False
False,2016,INDIANA,IN,18,32,22,US HOUSE,8,gen,,False,LARRY BUCSHON,REPUBLICAN,False,TOTAL,187702,294713,False,20201202,False
False,2016,INDIANA,IN,18,32,22,US HOUSE,9,gen,,False,TREY HOLLINGSWORTH,REPUBLICAN,False,TOTAL,174791,322843,False,20201202,False
False,2016,IOWA,IA,19,42,31,US HOUSE,1,gen,,False,ROD BLUM,REPUBLICAN,False,TOTAL,206903,384977,False,20201202,False
False,2016,IOWA,IA,19,42,31,US HOUSE,2,gen,,False,DAVID LOEBSACK,DEMOCRAT,False,TOTAL,198571,370032,False,20201202,False
False,2016,IOWA,IA,19,42,31,US HOUSE,3,gen,,False,DAVID YOUNG,REPUBLICAN,False,TOTAL,208598,390287,False,20201202,False
False,2016,IOWA,IA,19,42,31,US HOUSE,4,gen,,False,STEVE KING,REPUBLICAN,False,TOTAL,226719,370259,False,20201202,False
False,2016,KANSAS,KS,20,47,32,US HOUSE,1,gen,,False,ROGER MARSHALL,REPUBLICAN,False,TOTAL,169992,257971,False,20201202,False
False,2016,KANSAS,KS,20,47,32,US HOUSE,2,gen,,False,LYNN JENKINS,REPUBLICAN,False,TOTAL,181228,297401,False,20201202,False
False,2016,KANSAS,KS,20,47,32,US HOUSE,3,gen,,False,KEVIN YODER,REPUBLICAN,False,TOTAL,176022,343113,False,20201202,False
False,2016,KANSAS,KS,20,47,32,US HOUSE,4,gen,,False,MIKE POMPEO,REPUBLICAN,False,TOTAL,166998,275251,False,20201202,False
False,2016,KENTUCKY,KY,21,61,51,US HOUSE,1,gen,,False,JAMES R. COMER,REPUBLICAN,False,TOTAL,216959,299001,False,20201202,False
False,2016,KENTUCKY,KY,21,61,51,US HOUSE,2,gen,,False,BRETT GUTHRIE,REPUBLICAN,False,TOTAL,251825,251825,False,20201202,False
False,2016,KENTUCKY,KY,21,61,51,US HOUSE,3,gen,,False,JOHN A. YARMUTH,DEMOCRAT,False,TOTAL,212401,334494,False,20201202,False
False,2016,KENTUCKY,KY,21,61,51,US HOUSE,4,gen,,False,THOMAS MASSIE,REPUBLICAN,False,TOTAL,233922,327987,False,20201202,False
False,2016,KENTUCKY,KY,21,61,51,US HOUSE,5,gen,,False,HAROLD ROGERS,REPUBLICAN,False,TOTAL,221242,221242,False,20201202,False
False,2016,KENTUCKY,KY,21,61,51,US HOUSE,6,gen,,False,ANDY BARR,REPUBLICAN,False,TOTAL,202099,330827,False,20201202,False
False,2016,LOUISIANA,LA,22,72,45,US HOUSE,1,gen,,False,STEVE SCALISE,REPUBLICAN,False,TOTAL,243645,326788,False,20201202,False
False,2016,LOUISIANA,LA,22,72,45,US HOUSE,2,gen,,False,CEDRIC L. RICHMOND,DEMOCRAT,False,TOTAL,198289,284269,False,20201202,False
False,2016,LOUISIANA,LA,22,72,45,US HOUSE,3,gen,,False,CLAY HIGGINS,REPUBLICAN,False,TOTAL,77671,282443,False,20201202,False
False,2016,LOUISIANA,LA,22,72,45,US HOUSE,4,gen,,False,"""""MIKE"""" JOHNSON",REPUBLICAN,False,TOTAL,87370,268761,False,20201202,False
False,2016,LOUISIANA,LA,22,72,45,US HOUSE,5,gen,,False,RALPH LEE ABRAHAM,REPUBLICAN,False,TOTAL,208545,255662,False,20201202,False
False,2016,LOUISIANA,LA,22,72,45,US HOUSE,6,gen,,False,GARRET GRAVES,REPUBLICAN,False,TOTAL,207483,331098,False,20201202,False
False,2016,MAINE,ME,23,11,2,US HOUSE,1,gen,,False,CHELLIE PINGREE,DEMOCRAT,False,TOTAL,227546,406942,False,20201202,False
False,2016,MAINE,ME,23,11,2,US HOUSE,2,gen,,False,BRUCE POLIQUIN,REPUBLICAN,False,TOTAL,192878,364886,False,20201202,False
False,2016,MARYLAND,MD,24,52,52,US HOUSE,1,gen,,False,ANDY HARRIS,REPUBLICAN,False,TOTAL,242574,362097,False,20201202,False
False,2016,MARYLAND,MD,24,52,52,US HOUSE,2,gen,,False,C. A. DUTCH RUPPERSBERGER,DEMOCRAT,False,TOTAL,192183,309480,False,20201202,False
False,2016,MARYLAND,MD,24,52,52,US HOUSE,3,gen,,False,JOHN P. SARBANES,DEMOCRAT,False,TOTAL,214640,339675,False,20201202,False
False,2016,MARYLAND,MD,24,52,52,US HOUSE,4,gen,,False,ANTHONY G. BROWN,DEMOCRAT,False,TOTAL,237501,320650,False,20201202,False
False,2016,MARYLAND,MD,24,52,52,US HOUSE,5,gen,,False,STENY H. HOYER,DEMOCRAT,False,TOTAL,242989,360634,False,20201202,False
False,2016,MARYLAND,MD,24,52,52,US HOUSE,6,gen,,False,JOHN K. DELANEY,DEMOCRAT,False,TOTAL,185770,331973,False,20201202,False
False,2016,MARYLAND,MD,24,52,52,US HOUSE,7,gen,,False,ELIJAH E. CUMMINGS,DEMOCRAT,False,TOTAL,238838,318912,False,20201202,False
False,2016,MARYLAND,MD,24,52,52,US HOUSE,8,gen,,False,JAMIE RASKIN,DEMOCRAT,False,TOTAL,220657,364324,False,20201202,False
False,2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,1,gen,,False,RICHARD E. NEAL,DEMOCRAT,False,TOTAL,235803,349676,False,20201202,False
False,2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,2,gen,,False,JAMES P. MCGOVERN,DEMOCRAT,False,TOTAL,275487,363197,False,20201202,False
False,2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,3,gen,,False,NIKI TSONGAS,DEMOCRAT,False,TOTAL,236713,360124,False,20201202,False
False,2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,4,gen,,False,JOSEPH P. KENNEDY III,DEMOCRAT,False,TOTAL,265823,395304,False,20201202,False
False,2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,5,gen,,False,KATHERINE M. CLARK,DEMOCRAT,False,TOTAL,285606,385455,False,20201202,False
False,2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,6,gen,,False,SETH MOULTON,DEMOCRAT,False,TOTAL,308923,415749,False,20201202,False
False,2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,7,gen,,False,MICHAEL E. CAPUANO,DEMOCRAT,False,TOTAL,253354,309645,False,20201202,False
False,2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,8,gen,,False,STEPHEN F. LYNCH,DEMOCRAT,False,TOTAL,271019,396009,False,20201202,False
False,2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,9,gen,,False,WILLIAM R. KEATING,DEMOCRAT,False,TOTAL,211790,403642,False,20201202,False
False,2016,MICHIGAN,MI,26,34,23,US HOUSE,1,gen,,False,JACK BERGMAN,REPUBLICAN,False,TOTAL,197777,360271,False,20201202,False
False,2016,MICHIGAN,MI,26,34,23,US HOUSE,2,gen,,False,BILL HUIZENGA,REPUBLICAN,False,TOTAL,212508,339328,False,20201202,False
False,2016,MICHIGAN,MI,26,34,23,US HOUSE,3,gen,,False,JUSTIN AMASH,REPUBLICAN,False,TOTAL,203545,342365,False,20201202,False
False,2016,MICHIGAN,MI,26,34,23,US HOUSE,4,gen,,False,JOHN R. MOOLENAAR,REPUBLICAN,False,TOTAL,194572,315751,False,20201202,False
False,2016,MICHIGAN,MI,26,34,23,US HOUSE,5,gen,,False,DANIEL T. KILDEE,DEMOCRAT,False,TOTAL,195279,319291,False,20201202,False
False,2016,MICHIGAN,MI,26,34,23,US HOUSE,6,gen,,False,FRED UPTON,REPUBLICAN,False,TOTAL,193259,329565,False,20201202,False
False,2016,MICHIGAN,MI,26,34,23,US HOUSE,7,gen,,False,TIM WALBERG,REPUBLICAN,False,TOTAL,184321,334807,False,20201202,False
False,2016,MICHIGAN,MI,26,34,23,US HOUSE,8,gen,,False,MIKE BISHOP,REPUBLICAN,False,TOTAL,205629,366968,False,20201202,False
False,2016,MICHIGAN,MI,26,34,23,US HOUSE,9,gen,,False,SANDER M. LEVIN,DEMOCRAT,False,TOTAL,199661,344775,False,20201202,False
False,2016,MICHIGAN,MI,26,34,23,US HOUSE,10,gen,,False,PAUL MITCHELL,REPUBLICAN,False,TOTAL,215132,340983,False,20201202,False
False,2016,MICHIGAN,MI,26,34,23,US HOUSE,11,gen,,False,DAVID A. TROTT,REPUBLICAN,False,TOTAL,200872,379488,False,20201202,False
False,2016,MICHIGAN,MI,26,34,23,US HOUSE,12,gen,,False,DEBBIE DINGELL,DEMOCRAT,False,TOTAL,211378,328542,False,20201202,False
False,2016,MICHIGAN,MI,26,34,23,US HOUSE,13,gen,,False,"JOHN CONYERS, JR.",DEMOCRAT,False,TOTAL,198771,257797,False,20201202,False
False,2016,MICHIGAN,MI,26,34,23,US HOUSE,14,gen,,False,BRENDA L. LAWRENCE,DEMOCRAT,False,TOTAL,244135,310974,False,20201202,False
True,2016,MINNESOTA,MN,27,41,33,US HOUSE,1,gen,,False,TIMOTHY J. WALZ,DEMOCRAT,False,TOTAL,169071,335873,False,20201202,False
False,2016,MINNESOTA,MN,27,41,33,US HOUSE,2,gen,,False,JASON LEWIS,REPUBLICAN,False,TOTAL,173970,370515,False,20201202,False
False,2016,MINNESOTA,MN,27,41,33,US HOUSE,3,gen,,False,ERIK PAULSEN,REPUBLICAN,False,TOTAL,223075,393457,False,20201202,False
True,2016,MINNESOTA,MN,27,41,33,US HOUSE,4,gen,,False,BETTY MCCOLLUM,DEMOCRAT,False,TOTAL,203299,351945,False,20201202,False
False,2016,MINNESOTA,MN,27,41,33,US HOUSE,5,gen,,False,KEITH ELLISON,DEMOCRAT,False,TOTAL,249957,361875,False,20201202,False
False,2016,MINNESOTA,MN,27,41,33,US HOUSE,6,gen,,False,TOM EMMER,REPUBLICAN,False,TOTAL,235385,358930,False,20201202,False
True,2016,MINNESOTA,MN,27,41,33,US HOUSE,7,gen,,False,COLLIN C. PETERSON,DEMOCRAT,False,TOTAL,173572,330823,False,20201202,False
False,2016,MINNESOTA,MN,27,41,33,US HOUSE,8,gen,,False,RICHARD M. NOLAN,DEMOCRAT,False,TOTAL,179097,356971,False,20201202,False
False,2016,MISSISSIPPI,MS,28,64,46,US HOUSE,1,gen,,False,TRENT KELLY,REPUBLICAN,False,TOTAL,206455,300423,False,20201202,False
False,2016,MISSISSIPPI,MS,28,64,46,US HOUSE,2,gen,,False,BENNIE G. THOMPSON,DEMOCRAT,False,TOTAL,192343,286626,False,20201202,False
False,2016,MISSISSIPPI,MS,28,64,46,US HOUSE,3,gen,,False,GREGG HARPER,REPUBLICAN,False,TOTAL,209490,316445,False,20201202,False
False,2016,MISSISSIPPI,MS,28,64,46,US HOUSE,4,gen,,False,STEVEN M. PALAZZO,REPUBLICAN,False,TOTAL,181323,278779,False,20201202,False
False,2016,MISSOURI,MO,29,43,34,US HOUSE,1,gen,,False,WM. LACY CLAY,DEMOCRAT,False,TOTAL,236993,314024,False,20201202,False
False,2016,MISSOURI,MO,29,43,34,US HOUSE,2,gen,,False,ANN WAGNER,REPUBLICAN,False,TOTAL,241954,413296,False,20201202,False
False,2016,MISSOURI,MO,29,43,34,US HOUSE,3,gen,,False,BLAINE LUETKEMEYER,REPUBLICAN,False,TOTAL,249865,368333,False,20201202,False
False,2016,MISSOURI,MO,29,43,34,US HOUSE,4,gen,,False,VICKY HARTZLER,REPUBLICAN,False,TOTAL,225348,332234,False,20201202,False
False,2016,MISSOURI,MO,29,43,34,US HOUSE,5,gen,,False,EMANUEL CLEAVER,DEMOCRAT,False,TOTAL,190766,324270,False,20201202,False
